id,follow,meet,givefuture,info,march,sign,give12m,compromise,tempobama,tempblack,tempwhite,temphisp,temppolice,tempfem,tempmuslim,tempsci,dem_cand,rep_cand,lazyb,lazy_w,lazy_h,lazy_m,violent_b,violent_w,violent_h,violent_m,econ_now,econ12m,pidAggr,ISSUES_1,ISSUES_2,ISSUES_3,ISSUES_4,ISSUES_5,ISSUES_6,ISSUES_7,ISSUES_8,ISSUES_9,ISSUES_10,ISSUES_11,ISSUES_12,ISSUES_13,ISSUES_14,ISSUES_15,ISSUES_16,ISSUES_17,ISSUES_18,ISSUES_19,ISSUES_20,ISSUES_21,discb,disch,discw,discg,discwo,discm,discmu,discc,discselfsex,srvspend,camfin,imlegal,imnumb,eqpay,pleave,crime_spend,death,terrorworry,terror12m,terrorlocal,incgp20,isistroops,mnwge,hlthspend,childcr,get_ahead,ladder,fin_well,warm,warm_cause,warm_do,free_trade,stpwhite,stpblack,frcwhite,frcblack,pkdeficit,pkspend,vaccine,autism,obama_muslim,amer_identity,race_identity,buycott,boycott,skin_tone,skin_disc,birthyr,gender
562,1,1,1,1,1,1,1,1,80,50,50,55,51,50,55,90,,,4,4,4,4,4,4,4,4,2,3,,8,8,1,8,3,8,8,2,8,8,8,8,8,8,8,8,8,8,8,4,8,3,2,4,4,4,4,2,5,4,5,3,2,3,1,2,4,7,3,4,2,2,3,1,2,1,3,5,6,1,1,1,2,3,3,3,4,1,1,2,6,2,3,4,1,1,2,4,1982,1
563,1,5,5,5,2,2,2,1,6,61,90,51,91,61,41,96,2,6,3,5,4,3,4,4,4,2,4,3,3,8,4,8,8,8,3,8,8,8,1,8,8,8,8,8,8,8,8,8,8,2,2,3,3,3,4,5,2,3,5,2,1,2,4,1,2,2,3,1,4,5,1,2,2,4,3,3,7,6,1,3,5,3,3,4,3,4,1,1,1,6,2,1,5,2,2,1,5,1936,1
564,2,3,5,5,2,2,2,1,5,52,51,41,85,90,31,99,3,7,4,4,4,4,3,3,3,2,4,4,4,8,2,8,8,8,4,8,8,8,8,3,8,8,8,8,8,8,8,1,8,8,3,4,4,2,3,4,2,5,4,1,1,2,7,7,7,7,3,5,5,5,3,7,4,7,7,5,7,5,2,2,7,1,3,3,3,3,3,1,5,6,1,5,5,2,2,2,4,1930,1
565,1,2,1,3,1,1,1,1,100,72,78,96,64,93,59,100,1,11,4,5,5,5,4,4,5,4,2,2,1,8,8,4,8,8,2,8,8,3,8,8,8,8,8,8,8,8,8,8,1,8,1,1,5,2,2,5,1,5,3,5,1,2,3,1,1,2,7,4,5,5,1,7,1,1,2,3,3,5,1,1,1,2,2,4,2,5,1,1,1,6,2,3,2,1,1,2,5,1941,2
566,2,4,4,5,2,2,2,1,16,53,51,52,75,20,52,53,3,11,5,5,5,5,4,4,5,4,3,3,3,8,8,4,8,8,2,8,8,8,8,8,8,8,8,1,8,8,8,8,8,3,3,3,3,3,3,3,4,2,4,4,2,2,4,1,2,2,2,2,9,3,1,2,1,2,2,2,6,3,1,3,1,4,3,3,3,3,1,2,1,6,2,3,5,2,2,1,5,1956,2
567,2,4,4,5,2,2,2,1,40,6,87,42,96,76,8,97,,,1,3,4,5,1,3,4,1,2,2,,8,8,2,8,8,8,8,3,8,4,8,8,8,8,8,8,8,8,8,8,1,3,4,4,2,3,5,1,4,4,1,3,2,7,1,1,4,1,1,9,4,1,3,2,4,4,2,7,3,1,1,1,3,3,3,2,3,1,4,1,6,1,2,1,2,1,2,5,1984,2
568,4,5,5,5,2,2,2,2,29,80,77,57,76,76,16,69,5,3,3,3,4,5,2,3,4,3,2,1,3,8,8,8,8,8,8,8,3,4,1,8,8,8,8,8,8,8,8,8,2,8,2,2,5,2,3,4,3,4,3,2,6,3,4,3,2,6,3,2,3,5,1,4,1,2,2,5,4,3,1,3,3,3,3,4,2,5,2,4,1,6,2,1,1,2,2,4,4,1979,1
569,1,1,1,1,1,1,1,1,60,72,41,24,25,58,59,80,1,11,1,2,2,2,1,2,2,2,1,1,1,3,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,8,8,8,4,8,5,5,1,5,5,5,5,5,1,7,1,1,1,1,1,1,1,2,9,2,1,1,1,1,1,4,1,1,1,3,1,1,4,5,4,5,1,1,1,1,2,1,1,1,2,4,1,1992,1
570,1,1,5,1,2,2,2,1,3,1,70,52,100,1,998,44,,,1,5,5,1,1,5,5,1,5,3,,8,8,8,8,8,4,3,8,8,8,2,1,8,8,8,8,8,8,8,8,8,3,2,3,3,5,5,1,1,5,1,1,1,4,1,7,1,1,1,1,5,1,1,2,7,7,5,1,1,1,3,7,1,3,3,3,3,1,3,4,4,1,1,1,1,1,1,5,1945,1
571,2,3,5,4,2,2,2,2,3,72,74,94,76,52,51,71,5,9,4,4,3,3,2,2,2,5,5,5,3,8,8,8,8,8,8,8,8,8,8,4,8,1,8,2,3,8,8,8,8,8,4,5,4,5,4,5,4,1,4,5,3,5,7,4,4,5,2,2,9,3,1,7,2,5,4,1,7,7,1,1,6,4,3,3,3,3,1,4,4,3,1,2,3,1,1,2,4,1968,2
572,1,3,3,3,2,2,2,1,1,83,91,81,94,28,1,80,,,5,5,5,5,4,5,4,2,5,5,,8,8,8,8,8,8,8,8,8,8,8,4,1,8,8,2,8,8,3,8,8,3,4,2,4,4,2,4,2,4,3,4,6,5,4,4,4,1,9,4,3,3,3,2,6,4,3,4,3,2,3,7,4,3,3,3,3,1,1,1,6,2,1,5,2,2,2,4,1977,1
573,2,5,5,5,2,2,2,2,100,50,50,50,50,50,50,50,1,11,5,5,5,5,5,5,5,5,1,1,1,8,8,8,8,1,3,8,8,8,8,8,8,8,8,2,8,8,4,8,8,8,2,2,3,2,3,3,2,3,3,7,2,4,4,3,3,4,3,3,9,3,3,3,2,3,3,3,3,3,1,2,4,3,3,3,3,3,2,4,3,2,2,3,3,2,2,2,3,1968,2
574,3,5,5,5,2,2,2,1,31,50,50,50,20,40,45,70,3,8,5,5,5,5,5,5,5,4,3,4,3,8,2,8,8,8,8,8,8,8,8,3,8,8,8,8,1,8,8,8,8,4,4,4,5,4,4,5,3,5,5,4,3,2,2,2,2,4,3,9,4,5,2,2,1,4,4,2,4,5,1,3,4,2,2,4,3,4,1,4,1,6,2,3,4,2,2,2,5,1993,1
575,2,5,5,5,2,2,2,2,100,98,49,50,72,50,1,90,,,5,5,5,5,2,1,2,3,2,1,,8,8,8,8,8,1,8,8,8,8,4,8,8,8,3,8,8,8,8,2,8,1,1,5,1,1,1,1,1,5,7,4,7,7,1,1,1,7,3,9,3,1,7,1,1,1,5,1,1,1,3,1,4,2,5,5,5,1,2,1,6,2,1,1,2,2,5,4,1972,2
576,1,4,2,2,2,2,1,2,0,41,83,51,72,0,0,74,,,4,5,5,3,2,4,4,1,5,3,,8,4,8,8,1,8,8,8,8,8,3,2,8,8,8,8,8,8,8,8,8,8,4,2,1,5,2,1,2,4,2,4,2,7,4,6,2,1,1,9,4,2,1,4,7,7,4,3,4,2,2,7,7,4,4,4,4,1,4,2,2,1,1,1,1,1,1,5,1921,1
577,3,5,5,4,2,2,2,1,92,37,80,55,47,34,3,100,4,9,4,5,5,5,3,4,5,1,3,3,1,8,8,8,8,8,4,8,8,8,3,8,8,8,8,2,1,8,8,8,8,8,3,4,3,3,4,5,3,4,5,997,2,5,2,1,1,4,4,2,9,3,1,4,1,4,4,2,6,5,2,3,2,5,3,3,3,3,1,4,2,4,2,3,3,2,2,2,4,1964,2
578,1,5,5,5,2,2,2,1,2,90,90,86,52,64,4,77,4,9,4,4,4,4,4,4,4,1,4,3,3,8,1,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,4,2,8,4,4,2,4,5,2,3,3,5,2,1,2,5,1,3,4,3,2,3,4,2,3,1,3,3,3,4,3,1,3,5,5,3,3,4,4,1,4,5,2,1,1,3,2,2,3,5,1940,2
579,1,4,5,4,1,1,1,1,56,78,68,68,50,81,79,80,,,2,2,2,1,4,3,4,4,2,3,,1,8,3,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,5,4,4,4,4,4,4,4,4,7,4,1,2,2,1,1,2,9,1,1,2,2,2,2,1,2,2,1,1,1,3,1,3,1,2,3,2,2,3,2,2,3,2,2,1,6,3,1979,1
580,1,4,1,2,2,2,1,2,70,99,51,100,0,100,99,98,,,5,4,5,5,4,4,4,4,3,3,,8,8,8,8,8,8,8,1,4,2,8,8,8,8,8,8,8,8,8,3,8,2,1,5,3,3,5,1,4,5,7,1,4,4,1,1,7,7,5,9,5,1,7,1,1,1,2,7,7,1,1,1,7,2,5,2,5,1,4,4,3,2,5,5,2,2,1,5,1989,1
581,1,5,4,5,2,2,1,1,4,66,89,80,97,70,41,94,5,3,3,4,5,5,3,4,4,2,3,2,3,8,8,8,8,8,4,8,8,8,8,8,1,8,8,8,8,8,8,2,8,3,3,4,4,3,4,4,4,5,5,3,4,1,3,1,2,2,1,2,2,2,2,3,1,2,3,3,4,2,1,2,5,3,3,3,3,3,3,1,1,5,2,1,3,2,2,2,5,1939,1
582,1,1,1,1,2,2,2,2,67,98,79,63,100,71,99,35,5,11,1,1,1,1,1,1,1,1,1,1,4,8,8,3,8,1,8,8,8,8,8,4,8,8,2,8,8,8,8,8,8,8,1,1,1,5,1,1,1,1,5,997,1,7,7,7,7,1,1,9,1,5,5,7,4,7,7,1,7,7,2,3,7,7,1,1,1,1,3,2,7,6,2,5,1,2,2,10,1,1972,1
583,1,2,3,4,2,2,2,2,17,100,62,61,58,20,51,63,,,5,5,5,5,3,3,4,1,3,3,,8,8,8,8,8,8,8,8,8,8,4,3,8,8,8,1,8,8,8,8,2,1,3,4,3,3,4,4,1,2,4,2,4,5,1,3,2,1,9,5,5,1,1,4,7,4,4,3,3,2,2,7,5,2,5,2,4,1,3,1,3,2,2,2,2,1,5,2,1964,1
584,3,5,5,5,2,2,2,1,83,66,86,61,79,54,0,84,1,11,2,3,5,3,1,3,4,4,2,2,3,8,8,8,8,8,3,4,8,8,2,8,8,8,8,8,8,8,8,8,1,8,4,5,4,3,4,5,3,5,5,4,6,6,6,1,5,4,3,9,3,4,4,3,1,5,6,2,3,3,1,3,3,4,2,5,2,5,1,4,2,4,2,3,3,2,2,2,5,1972,2
585,1,1,1,2,1,1,1,1,91,89,87,91,72,92,77,94,,,5,5,5,5,4,4,4,4,2,2,,2,8,8,8,8,8,8,4,1,8,8,8,8,8,3,8,8,8,8,8,8,2,2,5,2,3,5,1,5,5,5,1,1,4,2,1,3,6,4,4,4,1,7,1,1,1,3,6,6,1,1,1,6,2,5,2,5,3,1,1,6,2,2,3,1,1,3,5,1956,1
586,1,5,3,4,2,2,1,1,95,54,53,53,63,71,53,98,1,8,5,5,5,5,5,4,5,5,2,2,1,8,8,4,8,8,2,8,8,3,8,8,8,8,8,1,8,8,8,8,8,8,2,3,4,3,3,5,1,5,2,6,1,2,4,1,1,3,7,5,4,5,1,6,1,2,2,2,7,7,1,1,1,4,2,4,2,4,3,2,1,6,2,3,3,1,1,3,5,1946,2
587,3,5,5,5,2,2,2,2,89,60,84,50,42,50,50,71,,,4,4,5,5,4,5,4,4,2,3,,8,8,1,8,8,2,8,8,3,8,8,8,8,8,4,8,8,8,8,8,8,3,3,5,3,3,5,2,5,4,7,1,4,5,1,1,1,4,9,4,5,1,7,1,1,1,1,7,7,1,1,1,5,3,4,3,3,3,3,3,5,2,3,2,2,2,2,5,1983,2
588,1,5,5,5,2,2,1,1,35,50,51,50,12,49,50,50,1,11,2,2,2,2,2,2,2,2,2,2,3,8,8,8,8,8,3,8,8,8,8,4,8,8,8,8,8,8,8,1,2,8,2,2,4,1,1,4,1,4,5,7,1,1,1,2,4,7,7,9,5,5,1,7,1,1,3,4,5,6,1,1,1,5,3,4,2,5,1,4,2,6,2,1,3,2,2,1,5,1991,1
589,2,5,5,5,2,2,2,1,97,99,55,83,12,30,6,28,3,11,3,3,2,5,3,3,3,3,4,3,1,8,8,8,8,8,1,8,3,8,2,8,8,8,8,4,8,8,8,8,8,8,1,1,1,1,1,3,3,3,1,3,1,7,7,1,7,7,7,9,2,3,1,7,1,1,4,1,7,7,1,1,1,5,5,5,5,5,1,4,7,6,2,1,3,2,2,98,1,1961,2
590,2,5,5,4,2,2,2,1,6,80,100,22,59,100,1,98,3,9,3,4,3,3,2,3,3,1,3,3,3,8,8,4,8,3,8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,2,3,4,3,3,4,5,2,4,4,1,4,5,7,1,1,3,1,1,1,5,2,4,1,4,5,3,4,4,1,1,1,4,3,3,3,3,1,2,1,6,1,1,1,2,2,2,5,1975,2
591,1,2,3,3,1,1,2,1,89,61,87,33,89,69,41,58,,,2,2,2,2,2,2,2,2,1,1,,8,4,8,8,8,1,8,8,8,8,8,8,8,8,2,8,8,8,8,8,3,2,2,2,2,2,2,2,2,1,6,2,2,1,2,3,1,2,9,2,1,2,2,1,2,2,3,1,1,1,1,3,3,4,2,3,3,1,3,2,2,2,2,2,2,2,2,3,1958,2
592,1,5,3,3,1,2,2,2,70,46,44,94,19,49,84,38,5,11,2,2,5,5,3,3,3,4,2,2,3,8,8,8,8,8,8,8,1,3,8,8,8,8,2,8,8,8,8,8,4,8,3,3,5,3,3,5,2,5,5,3,4,4,2,2,1,5,1,9,5,5,3,7,2,4,5,2,6,3,1,1,3,4,2,3,3,4,1,2,7,2,1,3,1,2,2,4,5,1963,1
593,1,5,5,5,2,2,2,2,50,15,96,0,90,90,50,10,,,1,5,1,5,1,5,1,1,3,3,,4,8,8,8,8,8,1,8,8,8,8,8,8,8,8,8,8,2,8,8,3,5,5,5,2,4,5,3,5,5,7,6,2,4,1,1,1,7,1,9,5,1,7,1,1,1,5,4,4,2,2,7,2,3,2,1,1,2,4,7,5,1,5,5,2,2,1,5,1973,1
594,1,5,4,4,2,1,1,1,0,41,45,55,99,0,19,10,2,4,2,4,5,4,1,4,3,2,4,2,3,8,8,8,8,8,8,8,8,8,8,2,3,8,8,4,8,8,8,8,8,1,5,4,4,5,5,5,4,3,5,4,5,2,4,4,7,1,1,9,1,5,2,1,2,3,7,4,4,4,2,3,6,4,2,2,2,2,1,2,6,2,1,1,5,1,1,3,5,1956,2
595,3,5,5,5,2,2,2,2,61,53,63,32,55,53,63,51,5,11,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,2,1,8,8,4,8,3,8,8,8,8,5,5,5,5,5,5,5,5,5,5,7,7,4,5,4,4,4,9,3,4,3,4,4,4,4,5,4,3,1,3,4,4,5,5,5,5,2,4,4,3,2,3,3,2,2,5,3,1987,2
596,3,5,5,5,2,2,2,2,3,95,87,28,63,67,34,92,,,5,5,5,5,5,5,5,5,4,2,,4,8,8,8,8,1,8,8,8,8,8,8,8,8,8,3,8,2,8,8,8,3,3,3,3,3,3,3,3,4,4,2,2,4,1,1,4,1,3,4,4,2,4,1,3,5,2,6,5,1,3,3,3,3,3,3,3,1,4,2,6,2,1,3,2,2,2,5,1986,2
597,1,1,2,3,2,1,2,1,89,97,94,89,75,82,68,99,,,5,5,5,5,5,5,5,5,1,1,,2,8,4,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,8,2,2,5,1,2,5,1,5,5,5,1,2,2,2,2,2,6,9,4,5,2,5,1,2,2,3,2,1,1,1,1,1,2,5,2,5,3,1,1,6,2,1,5,1,1,2,5,1994,1
598,3,5,5,5,2,2,2,1,100,51,50,51,51,60,51,70,,,5,5,5,5,5,5,5,5,3,3,,4,8,8,8,2,8,8,8,8,8,3,8,1,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,5,4,4,4,4,1,4,1,3,5,1,5,2,7,1,3,4,3,4,3,1,1,2,2,3,3,3,3,2,4,1,6,2,1,1,2,2,6,5,1956,1
599,3,5,5,5,2,2,2,2,5,50,50,50,71,50,50,51,,,3,3,3,3,2,2,2,2,3,3,,8,8,8,8,3,8,8,8,2,8,8,8,8,8,4,8,1,8,8,8,8,2,3,4,1,2,2,2,4,4,997,4,5,4,1,2,3,1,1,9,3,1,4,1,3,3,2,5,5,2,3,3,4,2,4,2,3,1,4,4,4,1,3,2,2,2,5,4,1973,2
600,1,4,4,4,1,2,1,1,91,100,100,99,100,100,100,100,,,5,5,5,5,5,5,5,5,3,3,,8,1,8,8,8,8,8,8,8,8,8,2,8,8,8,8,8,4,8,8,3,3,3,4,3,3,2,3,4,5,2,1,2,5,1,1,1,7,9,2,5,1,7,4,1,4,3,5,3,1,1,1,3,2,4,3,3,1,4,1,6,2,1,5,2,2,2,5,1950,2
601,1,2,3,2,2,1,1,1,88,94,91,78,73,96,73,95,,,5,5,5,5,5,5,5,5,2,2,,8,8,3,8,8,8,4,8,2,8,8,8,8,8,8,8,8,8,8,1,8,4,3,4,4,4,4,4,4,4,6,2,2,2,1,1,2,7,3,9,3,1,7,1,2,2,2,5,5,1,1,1,2,3,4,3,4,3,1,1,6,2,2,5,1,1,2,5,1944,2
602,2,5,5,5,2,2,2,1,74,52,50,55,64,49,36,52,,,3,4,5,2,2,2,2,1,3,2,,8,8,2,8,8,8,4,8,8,8,8,8,1,8,8,8,8,8,8,8,3,5,5,5,4,5,5,4,1,5,997,6,6,7,1,2,1,1,3,4,5,1,4,1,3,4,2,3,3,1,3,1,3,3,3,3,2,1,4,1,5,1,1,1,2,2,3,5,1961,2
603,2,3,2,4,2,1,1,1,100,100,26,100,18,51,99,100,1,11,5,5,5,5,5,2,5,5,1,1,1,8,8,8,8,4,8,8,8,2,8,8,8,8,3,8,8,1,8,8,8,8,1,2,5,2,1,4,1,4,4,5,1,1,2,1,1,4,5,5,5,5,1,7,1,2,1,3,7,6,1,1,1,1,2,5,2,5,3,2,1,6,2,3,1,2,1,5,3,1974,2
604,2,2,2,2,2,2,2,1,40,998,998,61,41,40,51,55,3,11,8,8,8,8,4,1,4,4,4,4,3,8,8,8,8,8,8,8,3,8,8,8,8,4,1,8,8,8,2,8,8,8,1,1,4,3,3,5,2,3,3,5,1,6,6,1,2,2,6,5,4,5,1,7,1,1,3,2,3,5,1,1,1,2,2,5,2,5,1,2,4,1,2,3,1,2,2,98,3,1955,2
605,4,5,5,5,2,2,2,1,0,13,87,60,34,16,0,74,5,11,2,3,5,1,3,4,5,1,4,5,3,8,8,8,8,8,8,8,8,8,8,8,2,8,8,8,3,8,4,8,8,1,3,5,5,5,5,5,1,5,5,997,4,7,7,1,1,5,2,2,9,5,1,4,1,3,2,2,5,6,2,2,4,4,3,4,4,5,1,4,1,5,1,1,1,2,2,2,5,1972,1
606,2,5,5,5,2,2,2,1,71,31,70,45,0,13,5,94,,,1,4,3,5,2,4,2,1,2,2,,8,8,8,8,2,3,4,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,3,3,2,4,4,3,3,5,2,6,6,7,6,4,3,1,1,2,5,1,7,2,5,7,2,7,7,1,1,4,5,3,5,3,5,1,4,2,6,2,1,1,1,1,1,5,1971,1
607,2,4,5,5,2,2,2,2,1,18,100,15,98,5,4,89,,,1,5,1,2,1,5,2,1,3,3,,8,8,8,8,8,4,2,8,8,8,8,8,8,8,3,1,8,8,8,8,8,5,5,5,5,5,5,5,2,5,1,7,2,5,7,1,2,1,5,9,5,3,1,2,7,7,2,4,4,2,2,7,4,3,2,3,2,1,1,7,1,1,1,1,2,2,4,5,1962,1
608,1,1,1,1,1,1,1,1,91,89,12,59,22,63,17,11,,,4,1,1,3,1,3,2,1,1,1,,8,2,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,3,1,8,8,2,2,1,2,2,2,2,2,1,5,2,4,2,4,3,2,2,9,1,1,1,1,1,1,5,1,2,4,1,1,3,1,4,5,4,3,2,3,2,4,1,1,1,1,1,1,1,1978,1
609,1,1,1,1,1,1,1,1,60,33,73,43,47,46,48,52,,,1,1,1,1,1,1,1,1,1,1,,8,8,1,8,3,8,8,8,8,4,8,8,8,8,8,2,8,8,8,8,8,1,1,1,1,1,1,1,1,1,7,1,1,4,1,1,4,1,1,1,1,3,2,2,3,1,4,3,2,1,1,1,1,5,5,5,5,2,2,1,1,2,1,1,1,1,5,1,1982,2
610,1,5,3,5,2,2,2,1,61,74,100,87,100,78,73,88,,,5,5,5,5,4,5,4,5,3,4,,8,8,8,8,8,2,8,8,8,8,8,8,8,8,8,4,8,8,3,8,1,3,3,5,3,3,5,3,5,5,4,6,2,4,1,1,2,3,1,2,1,2,6,1,4,3,4,1,1,1,1,1,7,3,3,3,3,1,4,2,5,1,1,1,1,1,1,5,1955,2
611,1,3,4,4,2,2,2,2,100,90,78,100,36,85,68,71,1,10,3,1,5,5,2,1,4,3,3,4,1,4,8,8,3,8,8,1,8,8,2,8,8,8,8,8,8,8,8,8,8,8,2,2,3,2,3,4,2,4,5,2,3,1,2,1,3,2,1,1,4,1,1,3,1,1,4,2,2,3,1,1,4,6,1,5,1,5,1,3,4,1,2,3,1,2,2,2,5,1983,1
612,1,2,2,2,1,1,1,1,73,91,55,100,21,41,91,84,3,11,4,2,4,5,3,1,4,4,5,3,1,8,1,8,8,8,8,8,8,2,8,8,8,3,4,8,8,8,8,8,8,8,1,2,5,1,2,5,1,5,4,5,1,3,4,1,1,6,6,5,9,5,1,6,2,3,3,3,6,7,1,3,2,5,3,4,2,4,1,2,1,6,2,4,2,2,2,4,4,1992,2
613,1,4,5,5,2,2,2,2,100,98,85,4,72,53,9,97,1,11,3,3,3,3,3,3,3,3,3,3,1,8,8,8,8,2,1,8,8,8,4,8,8,8,8,8,8,8,3,8,8,8,1,5,1,3,3,1,1,3,3,7,4,4,4,4,4,4,4,9,3,3,2,4,1,4,4,3,4,2,1,3,2,4,3,5,3,5,1,4,4,3,2,3,3,2,2,5,3,1958,2
614,3,5,5,4,2,2,2,1,99,100,89,90,79,72,69,86,1,11,5,5,5,5,4,4,4,3,2,3,1,8,8,8,8,3,1,8,8,2,8,8,8,8,8,8,8,8,4,8,8,8,1,1,5,3,3,5,2,3,4,5,1,2,4,1,1,2,3,9,4,4,1,6,1,2,3,3,1,2,1,2,3,4,2,4,3,4,2,1,1,5,2,2,2,2,2,6,4,1954,2
615,2,5,5,5,2,2,2,1,100,97,93,97,89,51,96,51,1,11,5,5,5,5,5,5,5,5,2,3,1,3,8,8,8,4,2,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,4,4,4,4,4,5,4,5,5,4,4,4,3,1,2,2,3,3,9,5,1,4,1,3,2,3,1,1,1,1,1,2,3,4,3,3,3,4,1,6,2,1,5,2,2,2,5,1943,2
616,2,4,3,3,2,2,2,1,52,50,41,50,20,21,31,40,1,2,3,3,3,3,3,3,3,3,3,3,3,8,4,8,8,8,2,8,8,8,3,8,1,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,9,3,3,4,2,4,4,3,4,4,1,1,2,4,3,3,3,3,2,1,4,2,2,3,3,2,2,5,3,1954,1
617,1,3,3,3,1,1,2,1,96,96,91,88,64,85,94,86,,,5,3,5,5,3,3,4,4,2,3,,8,8,3,8,1,8,8,8,2,8,8,8,8,8,4,8,8,8,8,8,8,2,3,5,3,3,5,2,5,3,7,7,2,2,1,1,2,7,4,3,5,1,7,1,1,1,2,7,7,1,1,1,6,2,5,2,5,1,2,1,6,2,3,3,1,1,3,5,1973,2
618,3,3,3,3,2,2,2,2,23,0,1,86,0,1,8,10,5,11,5,1,5,5,4,1,5,3,3,3,3,8,8,8,8,8,4,8,8,2,8,3,8,8,1,8,8,8,8,8,8,8,1,5,5,5,5,5,5,5,1,997,4,4,4,4,4,3,4,9,3,3,3,4,2,1,1,3,4,4,2,2,3,4,3,5,1,5,2,4,4,1,1,5,1,2,2,7,2,1987,2
619,2,4,5,5,2,2,2,2,80,50,50,50,55,49,50,50,3,6,5,5,5,5,5,5,5,5,3,2,3,8,8,8,8,8,8,8,8,2,1,3,8,8,8,8,8,8,8,8,4,8,3,3,5,4,4,5,3,5,5,4,1,2,3,1,2,2,5,9,5,5,1,3,2,3,4,2,4,5,1,1,4,2,2,3,2,3,1,1,2,6,2,3,5,2,2,2,5,1989,1
620,1,3,5,1,2,2,2,1,0,0,60,70,70,0,0,100,1,9,1,5,5,5,1,2,2,1,5,5,3,8,8,8,8,8,8,1,3,8,2,8,8,8,8,4,8,8,8,8,8,8,4,4,4,4,4,5,2,5,5,4,4,7,7,1,1,3,1,1,3,5,1,4,1,1,1,1,7,7,1,1,1,4,5,5,3,5,1,4,1,3,2,1,1,2,2,2,4,1975,1
621,1,5,3,5,2,2,2,1,92,93,89,82,61,63,75,98,,,4,2,4,4,4,2,4,4,3,3,,8,8,1,3,4,8,8,8,2,8,8,8,8,8,8,8,8,8,8,8,8,1,3,5,2,3,5,2,5,5,6,1,1,1,1,1,2,4,9,4,5,1,7,1,2,1,2,7,7,1,1,1,4,1,4,3,5,3,4,1,6,2,2,1,2,1,1,5,1983,1
622,2,5,5,5,2,2,2,1,16,67,83,45,96,50,51,92,,,1,4,3,2,2,4,3,3,4,4,,4,1,8,8,2,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,3,3,3,3,4,4,2,3,5,1,1,4,6,1,2,1,3,9,2,3,1,3,2,5,4,2,4,3,1,3,2,5,3,5,3,3,1,2,1,4,1,1,2,2,2,2,4,1939,2
623,2,3,3,3,2,2,2,2,38,18,27,34,27,26,11,22,,,3,3,3,3,8,8,8,3,3,3,,8,8,8,8,4,8,8,8,2,8,8,8,8,8,8,8,3,1,8,8,8,3,3,3,3,3,3,3,3,5,4,4,4,4,4,4,4,4,9,3,3,3,4,2,3,4,3,3,3,2,1,3,4,3,3,3,3,2,2,4,3,2,3,3,2,2,3,4,1985,2
624,3,3,5,5,2,2,2,1,5,2,0,57,6,6,1,3,3,4,3,3,3,3,3,3,3,3,5,5,3,8,8,8,8,8,3,8,4,1,8,2,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,1,3,3,3,3,4,3,4,4,3,4,4,1,1,4,4,5,5,5,5,2,2,4,4,1,2,1,2,2,2,3,1965,2
625,2,5,5,5,2,2,2,1,10,70,90,41,99,79,60,85,3,3,3,4,3,4,3,4,4,4,3,3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,4,4,4,4,4,2,4,5,2,2,2,4,2,4,4,2,4,4,5,1,3,2,4,4,4,3,3,2,2,5,3,3,3,2,3,1,3,1,6,1,1,1,2,2,3,5,1940,1
626,1,5,5,4,2,2,2,1,15,100,100,100,93,50,47,100,3,9,5,5,5,5,5,5,5,5,5,5,3,8,8,8,8,3,1,8,2,8,8,8,8,8,8,8,8,8,8,8,8,4,3,3,1,3,2,1,1,1,1,4,1,4,7,1,1,1,1,9,2,3,1,7,2,2,4,1,7,7,1,1,2,6,4,4,4,4,1,4,2,1,1,1,5,1,1,8,2,1978,1
627,4,3,3,3,2,2,2,2,1,1,1,3,2,1,2,3,5,11,3,3,3,3,3,3,3,3,3,3,4,8,8,8,8,4,8,8,8,8,3,8,8,8,8,8,8,8,1,8,8,2,5,5,5,5,5,5,5,1,5,997,4,4,4,4,4,4,4,9,3,2,3,4,1,4,4,1,4,4,2,3,4,4,1,5,5,5,2,4,4,4,1,3,3,2,2,1,3,1984,1
628,2,5,5,5,2,2,2,2,10,73,97,23,100,45,14,73,5,9,3,2,3,4,3,2,3,1,4,4,3,8,1,8,8,8,4,8,8,8,8,8,8,8,8,2,3,8,8,8,8,8,5,5,5,2,2,5,4,4,5,4,7,2,3,1,2,3,1,1,1,1,1,7,1,7,4,5,6,4,1,3,3,3,4,5,3,4,1,1,1,3,1,1,1,2,2,1,5,1949,2
